Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-16 17:54:05,161.165.222.31,89.43.91.24,55349,1584,TCP,1104,Control,HTTP,-,,34.42,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Dharmajan Shankar,Opera/9.64.(X11; Linux i686; cs-CZ) Presto/2.9.168 Version/10.00,Segment A,Karnal.Chhattisgarh,,Log Data,Alert Data,Server
2024-05-16 00:43:58,249.239.81.191,238.130.41.197,7660,24223,UDP,1384,Data,FTP,-,,94.38,,DDoS,Known Pattern A,Ignored,High,Abram Chada,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8387-11-04 21:56:21 Firefox/3.8,Segment B,Chongqing.Brussels,,,,Server
2024-05-16 07:33:16,157.98.204.188,40.12.30.237,11852,3956,TCP,427,Data,DNS,-,,91.16,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Shalv Gandhi,Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/534.1 (KHTML like Gecko) Chrome/30.0.867.0 Safari/534.1,Segment B,Beijing.Los Angeles,66.176.202.235,Log Data,Alert Data,Server
2024-05-16 04:37:52,168.121.41.61,162.199.107.197,19496,36720,TCP,1025,Data,HTTP,-,IoC Detected,91.58,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Kanav Devan,Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.37.7 (KHTML like Gecko) Version/4.0.2 Safari/535.37.7,Segment A,Mexico City.London,,Log Data,Alert Data,Server
2024-05-16 05:40:39,142.194.97.137,153.189.166.57,7194,2880,UDP,1360,Control,HTTP,-,,0.27,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Pihu Sagar,Mozilla/5.0 (Windows 98) AppleWebKit/533.2 (KHTML like Gecko) Chrome/42.0.864.0 Safari/533.2,Segment C,Paris.Beijing,154.106.21.4,,,Server
2024-05-16 06:55:24,125.5.240.208,150.209.81.221,63122,63936,ICMP,184,Control,HTTP,-,,13.3,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Prerak Devi,Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.44.7 (KHTML like Gecko) Version/4.0.3 Safari/534.44.7,Segment B,Raebareli.West Bengal,,,,Firewall
2024-05-16 10:41:30,46.179.30.111,214.235.140.32,47567,61570,UDP,1212,Control,DNS,-,,25.9,,Intrusion,Known Pattern B,Blocked,Low,Aayush Sabharwal,Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML like Gecko) Chrome/26.0.813.0 Safari/532.1,Segment B,Rome.Houston,,,,Firewall
2024-05-16 03:33:47,213.107.119.208,57.11.17.215,25136,26815,TCP,535,Data,FTP,-,IoC Detected,90.55,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Sumer Shetty,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML like Gecko) Chrome/43.0.806.0 Safari/533.2,Segment A,Beijing.Toronto,,Log Data,,Firewall
2024-05-16 10:05:50,93.234.176.204,7.183.88.100,11704,47717,TCP,1161,Control,DNS,-,,15.65,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Kabir Kamdar,Mozilla/5.0 (Windows NT 6.1; ig-NG; rv:1.9.0.20) Gecko/4945-03-31 08:56:15 Firefox/3.6.4,Segment B,Amritsar.Sikkim,,Log Data,Alert Data,Server
2024-05-16 05:43:15,211.222.25.161,160.113.239.175,16612,58475,UDP,144,Control,HTTP,-,,11.48,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Nehmat Korpal,Mozilla/5.0 (Linux; Android 5.1.1) AppleWebKit/534.2 (KHTML like Gecko) Chrome/17.0.853.0 Safari/534.2,Segment B,Nanjing.Brussels,17.145.200.201,,,Server
2024-05-16 00:10:14,9.217.162.231,247.231.148.55,22812,63670,UDP,481,Data,HTTP,-,,91.61,,Malware,Known Pattern B,Blocked,Low,Purab Sheth,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1) AppleWebKit/533.0 (KHTML like Gecko) Chrome/31.0.839.0 Safari/533.0,Segment B,New York City.Dombivli.Odisha,,,Alert Data,Firewall
2024-05-16 23:52:45,104.8.189.202,178.52.103.254,5801,17248,TCP,1433,Control,DNS,-,IoC Detected,18.14,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Saanvi Sankar,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9) AppleWebKit/531.0 (KHTML like Gecko) Chrome/26.0.859.0 Safari/531.0,Segment B,Guangzhou.New York City,40.175.155.219,Log Data,Alert Data,Server
2024-05-16 21:31:18,18.133.140.176,110.157.67.151,63395,46449,TCP,730,Data,FTP,-,,43.0,,Intrusion,Known Pattern A,Logged,Low,Saanvi Comar,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:4.0; ur-PK) AppleWebKit/533.23.3 (KHTML like Gecko) Version/4.0 Safari/533.23.3,Segment B,Cuttack.Chhattisgarh,79.169.248.182,Log Data,Alert Data,Server
2024-05-16 18:38:58,60.98.118.230,130.178.129.62,38469,63528,TCP,1490,Data,HTTP,-,IoC Detected,58.16,,DDoS,Known Pattern B,Blocked,Low,Kavya Jain,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; id-ID) AppleWebKit/535.50.4 (KHTML like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.50.4,Segment A,Xi'an.Chicago,187.163.99.207,,Alert Data,Server
