Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-15 10:44:42,119.37.231.220,23.50.109.144,8914,51530,TCP,1071,Control,FTP,-,,21.9,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Tarini Bir,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.2 (KHTML like Gecko) Chrome/20.0.818.0 Safari/531.2,Segment A,Beijing.Amsterdam,235.24.235.231,Log Data,,Server
2024-05-15 07:00:34,149.224.179.8,59.60.79.187,19331,41650,ICMP,1315,Data,FTP,-,IoC Detected,38.84,,DDoS,Known Pattern A,Blocked,Low,Kaira Deol,Opera/8.72.(X11; Linux x86_64; sr-RS) Presto/2.9.171 Version/11.00,Segment B,Guangzhou.Rome,222.26.181.106,,Alert Data,Firewall
2024-05-15 10:46:10,104.27.220.121,203.71.110.109,12341,54282,ICMP,66,Control,FTP,-,IoC Detected,16.5,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Sana Golla,Opera/9.69.(X11; Linux x86_64; bn-IN) Presto/2.9.166 Version/10.00,Segment A,Madurai.Andhra Pradesh,32.159.146.68,Log Data,Alert Data,Firewall
2024-05-15 04:34:11,85.131.211.61,253.120.205.94,22454,29082,TCP,371,Data,FTP,-,,44.25,,Intrusion,Known Pattern A,Logged,Low,Armaan Bhatt,Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; nb-NO) AppleWebKit/534.42.6 (KHTML like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.42.6,Segment B,Toronto.Shanghai,187.198.148.166,,Alert Data,Firewall
2024-05-15 16:33:17,0.222.107.216,249.116.1.16,27158,14745,TCP,623,Control,DNS,-,,93.92,,Intrusion,Known Pattern A,Blocked,Medium,Divyansh Bhardwaj,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/534.0 (KHTML like Gecko) CriOS/59.0.841.0 Mobile/79W130 Safari/534.0,Segment C,Mexico City.Paris,27.153.97.183,Log Data,Alert Data,Firewall
2024-05-15 02:32:00,9.66.37.54,113.110.143.172,18407,53691,TCP,1233,Control,HTTP,-,,20.53,,Intrusion,Known Pattern A,Ignored,Medium,Prerak Ghose,Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.7.2 (KHTML like Gecko) Version/5.1 Safari/534.7.2,Segment C,Berlin.Los Angeles,,Log Data,,Firewall
2024-05-15 01:00:03,115.60.102.147,35.170.65.77,64967,35165,TCP,797,Control,FTP,-,IoC Detected,9.09,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Shanaya Kakar,Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.36.1 (KHTML like Gecko) Version/5.0.2 Safari/533.36.1,Segment A,Vienna.Chicago,152.59.101.159,,Alert Data,Server
2024-05-15 23:56:25,23.160.251.163,99.236.152.125,22445,23203,ICMP,898,Data,DNS,-,IoC Detected,76.07,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Shlok Bhatti,Opera/9.13.(Windows NT 10.0; ku-TR) Presto/2.9.167 Version/12.00,Segment A,Chicago.Shanghai,,Log Data,,Firewall
2024-05-15 19:09:51,213.79.173.108,85.150.100.3,50260,43194,TCP,755,Control,FTP,-,IoC Detected,31.59,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Trisha Tandon,Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.1 (KHTML like Gecko) Chrome/35.0.813.0 Safari/531.1,Segment A,Chandigarh.Jharkhand,17.40.25.84,Log Data,Alert Data,Firewall
2024-05-15 12:47:46,185.184.60.75,252.75.156.158,58835,57248,TCP,951,Control,DNS,-,,17.75,Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Emir Brahmbhatt,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.0),Segment C,Warangal.Rajasthan,,,Alert Data,Firewall
2024-05-15 09:36:45,140.240.141.80,214.69.149.222,21548,47470,TCP,1218,Data,FTP,-,,33.47,,Malware,Known Pattern A,Logged,Low,Advik Gole,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.2.20) Gecko/7308-02-01 19:25:59 Firefox/4.0,Segment B,Houston.Athens,,,,Server
2024-05-15 01:20:21,38.152.3.61,55.21.16.157,8978,61356,TCP,1358,Control,DNS,-,IoC Detected,89.13,,Intrusion,Known Pattern B,Blocked,High,Mahika Raja,Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.0 (KHTML like Gecko) CriOS/22.0.801.0 Mobile/71G005 Safari/536.0,Segment A,London.Vancouver,,,,Server
2024-05-15 09:08:17,117.128.31.106,195.98.12.168,57352,41450,TCP,1037,Control,HTTP,-,,56.18,,Malware,Known Pattern B,Blocked,Low,Nishith Saxena,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9 rv:6.0; hsb-DE) AppleWebKit/531.6.3 (KHTML like Gecko) Version/5.0.2 Safari/531.6.3,Segment B,Madhyamgram.Shanghai,31.144.62.23,Log Data,,Server
2024-05-15 02:01:12,243.149.46.197,85.185.184.198,47377,52985,UDP,1131,Control,DNS,-,IoC Detected,4.1,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Shaan Dasgupta,Opera/9.61.(X11; Linux x86_64; shs-CA) Presto/2.9.164 Version/12.00,Segment C,Montreal.Amsterdam,,Log Data,Alert Data,Firewall
