Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2024-05-24 14:34:27,88.244.230.46,100.6.40.27,60401,7596,UDP,684,Control,HTTP,-,,27.31,,Malware,Known Pattern B,Ignored,Low,Lavanya Sinha,Mozilla/5.0 (Windows NT 5.1; lv-LV; rv:1.9.1.20) Gecko/3903-12-04 11:12:25 Firefox/3.8,Segment B,Chicago.Brussels,,,,Server
2024-05-24 00:49:33,193.59.121.74,155.27.247.189,52102,38743,ICMP,939,Control,DNS,-,IoC Detected,82.41,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Zeeshan Buch,Mozilla/5.0 (Windows 98; Win 9x 4.90; nso-ZA; rv:1.9.1.20) Gecko/6942-07-22 22:46:46 Firefox/3.6.6,Segment A,Nanjing.Brussels,234.50.32.151,,,Firewall
2024-05-24 04:39:32,219.12.228.212,36.221.166.70,6332,61044,TCP,268,Control,HTTP,-,IoC Detected,90.49,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Bhamini Raval,Mozilla/5.0 (Windows NT 6.0; ja-JP; rv:1.9.2.20) Gecko/7502-05-11 23:50:25 Firefox/3.8,Segment A,Gopalpur.Manipur,137.254.251.139,Log Data,,Firewall
2024-05-24 06:03:11,181.220.130.85,217.110.1.191,47468,13028,TCP,804,Data,HTTP,-,,16.89,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Advik Ahuja,Opera/8.34.(Windows NT 6.1; oc-FR) Presto/2.9.165 Version/10.00,Segment A,Guangzhou.London,183.4.3.195,,Alert Data,Firewall
2024-05-24 21:04:57,177.115.112.19,223.75.255.161,43452,18090,UDP,737,Data,FTP,-,,98.52,,DDoS,Known Pattern B,Blocked,Low,Himmat Sidhu,Opera/9.76.(X11; Linux i686; bs-BA) Presto/2.9.171 Version/12.00,Segment C,Thane.Meghalaya,,,,Server
2024-05-24 12:31:56,51.164.28.113,74.68.255.110,23911,60092,UDP,1321,Data,HTTP,-,,47.6,Alert Triggered,Intrusion,Known Pattern A,Ignored,Medium,Raghav Mahal,Opera/8.33.(Windows NT 5.2; ca-FR) Presto/2.9.182 Version/12.00,Segment A,Berlin.Toronto,,Log Data,Alert Data,Server
2024-05-24 06:01:11,103.228.43.232,99.58.35.194,60848,9354,ICMP,1444,Control,HTTP,-,,27.69,,Intrusion,Known Pattern B,Ignored,Low,Trisha Zachariah,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5039-04-30 20:25:15 Firefox/6.0,Segment C,Eluru.Rajasthan,,,Alert Data,Server
2024-05-24 20:31:59,253.215.82.97,77.241.89.190,15136,12459,TCP,986,Control,HTTP,-,,50.79,,Malware,Known Pattern A,Blocked,Medium,Hunar Tandon,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; tig-ER) AppleWebKit/531.36.7 (KHTML like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.36.7,Segment A,Montreal.Amsterdam,,Log Data,Alert Data,Server
2024-05-24 05:35:42,92.107.148.120,165.156.108.53,11340,8158,TCP,142,Control,HTTP,-,,25.37,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Prisha Chana,Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/532.2 (KHTML like Gecko) CriOS/34.0.815.0 Mobile/50P057 Safari/532.2,Segment B,Madrid.Chicago,,Log Data,Alert Data,Server
2024-05-24 02:24:44,80.92.131.148,41.62.42.156,4071,14392,TCP,210,Control,DNS,-,IoC Detected,88.64,Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Uthkarsh Sehgal,Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/532.0 (KHTML like Gecko) CriOS/46.0.873.0 Mobile/67T939 Safari/532.0,Segment B,Chicago.Shanghai,,,Alert Data,Firewall
2024-05-24 14:09:22,169.159.24.232,244.111.106.89,51267,35669,TCP,142,Control,DNS,-,IoC Detected,53.79,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Anahita Gandhi,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4) AppleWebKit/532.2 (KHTML like Gecko) Chrome/16.0.835.0 Safari/532.2,Segment B,Athens.Guangzhou,239.80.77.75,Log Data,,Firewall
2024-05-24 21:51:14,136.55.14.92,178.156.59.81,9448,64804,TCP,1284,Data,FTP,-,,30.0,,DDoS,Known Pattern A,Blocked,Medium,Damini Sengupta,Mozilla/5.0 (Windows NT 6.0; yue-HK; rv:1.9.0.20) Gecko/2952-12-02 12:03:05 Firefox/6.0,Segment C,Brussels.Houston,92.30.241.61,,Alert Data,Firewall
2024-05-24 19:58:56,162.108.155.219,245.239.255.68,39058,35582,TCP,1484,Data,DNS,-,,98.12,Alert Triggered,Intrusion,Known Pattern B,Ignored,Low,Shamik Dutta,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_3; rv:1.9.5.20) Gecko/4489-06-29 12:06:35 Firefox/3.6.10,Segment B,Houston.Athens,,,Alert Data,Firewall
2024-05-24 13:34:23,86.108.184.50,122.129.28.55,19189,24303,TCP,250,Control,FTP,-,,85.83,Alert Triggered,Malware,Known Pattern A,Logged,High,Aaina Balan,Opera/8.96.(X11; Linux x86_64; kk-KZ) Presto/2.9.181 Version/10.00,Segment B,New York City.Amsterdam,,,Alert Data,Firewall
2024-05-24 15:00:31,23.26.118.49,15.126.125.233,28550,10401,TCP,1483,Data,HTTP,-,,66.47,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Nehmat Varty,Opera/8.85.(X11; Linux x86_64; mt-MT) Presto/2.9.175 Version/10.00,Segment A,Beijing.Mizoram,,,Alert Data,Firewall
2024-05-24 23:49:30,144.88.155.207,155.9.160.101,13424,46456,ICMP,832,Control,HTTP,-,,2.13,,DDoS,Known Pattern B,Blocked,Medium,Rati Vig,Mozilla/5.0 (Windows NT 4.0; om-ET; rv:1.9.1.20) Gecko/8397-05-21 05:20:59 Firefox/3.8,Segment A,Toronto.Shanghai,,Log Data,,Server
2024-05-24 15:22:56,34.143.22.159,95.184.44.45,45907,11153,TCP,811,Data,FTP,-,IoC Detected,74.64,,Intrusion,Known Pattern B,Blocked,Medium,Manikya Contractor,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_5; rv:1.9.4.20) Gecko/5460-09-02 21:10:49 Firefox/3.6.15,Segment B,Bhusawal.Gujarat,,Log Data,Alert Data,Firewall
2024-05-24 18:16:48,248.247.254.236,112.221.209.13,54460,61723,TCP,1430,Data,HTTP,-,,89.07,,DDoS,Known Pattern B,Blocked,Low,Prerak Ghose,Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/534.2 (KHTML like Gecko) Chrome/30.0.898.0 Safari/534.2,Segment A,Athens.Guangzhou,225.62.5.169,,,Server
2024-05-24 09:25:05,127.195.9.67,4.223.201.205,59892,42920,TCP,594,Data,DNS,-,IoC Detected,95.86,,Intrusion,Known Pattern A,Blocked,Medium,Indranil Choudhary,Opera/9.85.(Windows NT 4.0; dv-MV) Presto/2.9.166 Version/11.00,Segment C,Vellore.Assam,,,,Firewall
2024-05-24 10:48:18,198.52.238.187,67.66.23.175,1863,60491,UDP,1191,Data,HTTP,-,,78.12,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Yasmin Kumer,Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML like Gecko) CriOS/44.0.826.0 Mobile/70W115 Safari/533.0,Segment B,New York City.Assam,132.228.210.247,Log Data,Alert Data,Firewall
2024-05-24 01:06:59,1.11.149.46,176.42.50.206,8415,11663,TCP,1359,Data,FTP,-,,45.02,,Intrusion,Known Pattern B,Blocked,Low,Ayesha Bera,Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML like Gecko) CriOS/19.0.824.0 Mobile/00L343 Safari/536.2,Segment A,Chicago.Guangzhou,,,Alert Data,Server
2024-05-24 22:06:57,32.32.169.212,168.75.217.114,49810,65330,UDP,939,Control,DNS,-,,26.56,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Divyansh Sinha,Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lt-LT) AppleWebKit/533.11.6 (KHTML like Gecko) Version/4.0.5 Mobile/8B113 Safari/6533.11.6,Segment A,Anantapuram.Kerala,,,,Server
2024-05-24 21:11:34,94.87.55.29,155.34.179.35,62224,24901,TCP,1367,Control,HTTP,-,,75.5,,Malware,Known Pattern A,Blocked,High,Hazel Bajaj,Opera/8.43.(X11; Linux i686; fur-IT) Presto/2.9.177 Version/11.00,Segment B,Amritsar.Sikkim,41.164.86.33,Log Data,,Firewall
2024-05-24 10:11:26,226.94.147.98,173.115.48.201,61684,32517,TCP,261,Control,HTTP,-,,28.79,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Mamooty Sachdeva,Mozilla/5.0 (Android 2.3.4; Mobile; rv:13.0) Gecko/13.0 Firefox/13.0,Segment C,Chengdu.Madrid,,,Alert Data,Server
